strategy,signal_date,trade_date,selected_symbols,selected_momentum,market_volatility,high_volatility,bond_weight,target_weights
momentum_bond_defense,2016-06-27,2016-06-28,159915|159928,0.06246851|0.04320988,0.26015108456450736,True,0.2,159915:0.400000|159928:0.400000|511010:0.200000
momentum_bond_defense,2016-07-25,2016-07-26,159928|512010,0.09171598|0.08833922,0.15320159770250052,False,0.0,159928:0.500000|512010:0.500000
momentum_bond_defense,2016-08-22,2016-08-23,510300|512010,0.04722873|0.04220779,0.20244009331568016,False,0.0,510300:0.500000|512010:0.500000
momentum_bond_defense,2016-09-21,2016-09-22,159915|512010,-0.00193050|-0.00311526,0.12944831760631986,False,0.0,159915:0.500000|512010:0.500000
momentum_bond_defense,2016-10-26,2016-10-27,510300|512880,0.03289977|0.03039216,0.14177494328221915,False,0.0,510300:0.500000|512880:0.500000
momentum_bond_defense,2016-11-23,2016-11-24,512880|510300,0.07136061|0.04592593,0.09905712796146898,False,0.0,512880:0.500000|510300:0.500000
momentum_bond_defense,2016-12-21,2016-12-22,159928|512010,-0.00273224|-0.00611621,0.2013356116850183,False,0.0,159928:0.500000|512010:0.500000
momentum_bond_defense,2017-01-19,2017-01-20,159928|512010,0.00273973|0.00000000,0.10227222328224356,False,0.0,159928:0.500000|512010:0.500000
momentum_bond_defense,2017-02-23,2017-02-24,159928|510300,0.08469945|0.05200150,0.10437080193890455,False,0.0,159928:0.500000|510300:0.500000
momentum_bond_defense,2017-03-23,2017-03-24,512010|159928,0.06606607|0.02518892,0.10767924306926704,False,0.0,512010:0.500000|159928:0.500000
momentum_bond_defense,2017-04-24,2017-04-25,512010|159928,0.01690141|-0.00491400,0.13244577962950835,False,0.0,512010:0.500000|159928:0.500000
momentum_bond_defense,2017-05-23,2017-05-24,512010|159928,0.02216066|0.01481481,0.10456827864678717,False,0.0,512010:0.500000|159928:0.500000
momentum_bond_defense,2017-06-22,2017-06-23,510300|159928,0.06915279|0.06812652,0.15030609491558664,False,0.0,510300:0.500000|159928:0.500000
momentum_bond_defense,2017-07-20,2017-07-21,510300|512880,0.06434135|0.05153617,0.16234167958219886,False,0.0,510300:0.500000|512880:0.500000
momentum_bond_defense,2017-08-17,2017-08-18,159915|159928,0.09811321|0.08256881,0.13981008154104413,False,0.0,159915:0.500000|159928:0.500000
momentum_bond_defense,2017-09-14,2017-09-15,512880|510300,0.06393130|0.03556552,0.10136972668818599,False,0.0,512880:0.500000|510300:0.500000
momentum_bond_defense,2017-10-19,2017-10-20,159928|512010,0.14437367|0.10298103,0.07514829395494395,False,0.0,159928:0.500000|512010:0.500000
